tweet,timestamp,bp_label
Lots of prayers for ! Your dad was one of a kind. Love from my family to yours.,2021-02-09 15:52:39+00:00,False
 I finally got rid of the Corolla. Next time your in Lexington you won’t be so cramped up... 🤘🏼🤘🏼 https://t.co/7mD4GXcfQx,2021-02-07 00:48:49+00:00,False
 you need to hook up with  and join the Legends Academy Pro Wrestling school!,2020-11-13 13:09:28+00:00,False
 I saw this I thought it was you... #sojuicy https://t.co/hAmuEXzKrv,2020-10-29 00:14:34+00:00,False
 Kayla where do you work? Sending good tippers your way!,2020-10-27 00:44:57+00:00,False
 What’s up bro?,2020-10-27 00:42:20+00:00,False
" In Louisville or Lexington? Not trying to be creepy, want to make sure I send people your way that I know will tip you well!",2020-10-02 23:39:57+00:00,False
 Just give in... it’s not worth the fight!,2020-08-21 02:34:07+00:00,False
 so after hearing today’s KHSAA meeting and the Governor’s talk do you think there will be a wrestling season? So many other states have cancelled or extremely modified their season. I feel if we stay on the same track we have about a 5% chance... thoughts?,2020-08-21 02:33:16+00:00,False
 Come work at Cattleman’s with me... it’s fun and we make $,2020-07-20 02:45:53+00:00,False
" Talk about getting “heat” lol... I was never a big fan of his announcing, but I’m sure a lot of people say the same about my days announcing....",2020-06-21 22:20:27+00:00,False
 spent some time at Salato Wildlife. #togetherKY #TeamKentucky https://t.co/Coqga5OGbs,2020-05-29 02:03:44+00:00,False
 let’s go facebook live with questions from people later today? I’ll gather the questions and we can do it together!!! #weatelasagnetogether,2020-03-19 15:39:51+00:00,False
#TeamKentucky #TogetherKy ,2020-03-19 15:32:58+00:00,False
 being someone that battles anxiety/depression the best advice I can provide is a coping skill I learned durning my DBT sessions. It’s called the STOP skill. S-stop T-take a breath O-observe what is going on P-proceed mindfully. More info message me!,2020-03-19 15:30:58+00:00,True
 I would love to go!!!!,2020-02-25 01:08:35+00:00,False
#Pit4Busch,2020-02-17 22:25:18+00:00,False
 Do you know what time and where the Marion County games is today?,2020-01-25 18:29:56+00:00,False
" SC Wrestling Cards in mid-Ohio for a duals. Coldwater, Clyde, Brookvile, Milton-Union, St. Mary’s, Clearfork and Cathedral Prep (PA) 6 Ohio schools, 1 Pennsylvania school and us. #GoCards",2020-01-18 03:35:44+00:00,False
This just in... BATTLE OF THE WRESTLING BIRDS THIS FRIDAY. That’s right SC vs. GC will go down this Friday at the Great Crossing gym at 5:30.   ,2020-01-05 02:38:04+00:00,False
 I’m hearing a lot of chatter that IU vs UK in the Gator Bowl!!!! Time to bust out those candy stripes in big blue country... I know I’ll have mine on!,2019-12-04 02:29:13+00:00,False
 now that you are in Lexington do you have Thanksgiving plans? You’d be welcome at this Hoosier’s house in Georgetown.,2019-11-20 01:53:58+00:00,False
 😂😂😂😂😂,2019-11-13 02:04:23+00:00,False
 From a Hoosier stuck in BBN welcome and eat me know if you ever need anything!!,2019-11-13 01:52:39+00:00,False
 makes following any sport enjoyable. We get all the details off the happenings on and off the field. That’s what makes him the BEST DAMN SPORTSWRITER around!,2019-10-16 01:38:33+00:00,False
 Next week against Douglas is going to be ugly!,2019-10-12 02:17:21+00:00,False
 #hellzapoppin,2019-10-05 00:02:48+00:00,False
 Lol,2019-10-04 23:59:33+00:00,False
 how can I follow the Great Crossing game since you are at the SC game?,2019-10-04 23:57:49+00:00,False
I told  the first time I met him it is going to be fun watching him make his way to our TV on Monday nights...  go check some of this guys stuff... puts his body on the line every time.,2019-09-30 12:11:09+00:00,False
I stand with  that the NFL needs to bring back some rock!,2019-09-29 02:01:24+00:00,False
 can you post the boomerang you all did with ?,2019-09-29 01:55:17+00:00,False
  The hate is strong in you Lee. #GoCards,2019-09-27 21:56:40+00:00,False
  Don’t have to shove greatness!!,2019-09-27 21:49:28+00:00,False
Hey  the one and only  supports the Cardinals!! https://t.co/Z6HixvaPl1,2019-09-27 17:01:26+00:00,False
 please make plans to come to  in Lexington! I’ll have a batch of lasagna waiting on ya!,2019-09-26 23:59:11+00:00,False
