tweet,timestamp,bp_label
 I didn’t answer my sons call I was napping hard,2021-05-09 18:34:09+00:00,False
Australians everywhere reminiscing on Skylab https://t.co/99EVokMtEV,2021-05-09 18:25:38+00:00,False
I didn’t write either note I’m just the giggling eye roller.,2021-05-05 08:22:25+00:00,False
So works going well. #worklife #WorkRetail https://t.co/1JJ3jkv7S9,2021-05-05 08:20:42+00:00,False
 https://t.co/wBz48Ht5D6,2021-05-04 05:27:12+00:00,False
  Are they her children or just his ? This woman’s obituary is just going to read “Sam Newman” .,2021-05-02 08:41:02+00:00,False
 Damn we are so embarrassing,2021-04-14 06:30:09+00:00,False
Same cool bloke complains about the how long the checkout line is when he is a part of the length. https://t.co/5F23xxkCMA,2021-04-13 05:43:43+00:00,False
I have permission to share this from the artist 😊,2021-04-11 06:57:55+00:00,False
"My daughter gave me this for my birthday and I’ve never felt so emotional receiving a gift before. 

As an anxious person she dosnt often share her safe space (art) and I am overjoyed that she has chosen to share it with me. 

#Anxiety #art #SafeSpace https://t.co/dC3TpxRltc",2021-04-11 06:57:24+00:00,True
" To be fair it was always going to be us 🇦🇺🇳🇿we are bothers, sisters, cousins, uncles, aunts, parents and children. We are family. ❤️",2021-04-06 07:10:00+00:00,False
 Pierced inner Labia,2021-03-25 02:13:12+00:00,False
 Cattle and all https://t.co/9zGMwIGDqH,2021-03-23 06:38:33+00:00,False
I absolutely clicked this video because at first glance I thought it was an elephant. https://t.co/add4X64URY,2021-03-22 06:17:53+00:00,False
  https://t.co/S6zhqzydq1,2021-03-18 22:53:42+00:00,False
Looks like he decided to go into producing Trump chest milk https://t.co/CUmy1wBhrb,2021-03-14 10:09:46+00:00,False
Fork hands are coming https://t.co/nx2DIse1zO,2021-03-10 08:38:15+00:00,False
Legend https://t.co/GVwmGOR0en,2021-03-09 09:00:31+00:00,False
 It’s nice,2021-03-07 04:15:59+00:00,False
When you lose the “e” but think fuck it and keep going cause it’s Friday https://t.co/3DS1585duH,2021-03-06 21:03:25+00:00,False
  *you guys,2021-03-03 18:42:28+00:00,False
"  We are a young country. We still have huge issues here but the discussion is fairly open and both sides are never hard to find. 

Then we all have a beer together cause it’s always to bloody hot to argue further. Mateship - also drilled into our brains since forever.",2021-03-03 18:27:02+00:00,False
  I see that. It’s like the last vestige of the old white men are clawing at the last scraps of power they can meddle. It’s time for real change and reform into a modern era for guys that’s my hope for America.,2021-03-03 18:18:01+00:00,False
"  We are taught a much different story about our own country. We are taught about the invasion and the massacres, and as we get older  we are taught about the true atrocities that followed for decades. We know where we started was awful and that’s what is instilled here.",2021-03-03 18:15:36+00:00,False
" It’s comes across as selfish for eg. 

The gov here put in piles of red tape regarding private gun ownership. Majority of view it as a great move now we have more freedom from the wrong people getting guns. Americans seem to view it as the gov restricting their personal freedom.",2021-03-03 17:57:43+00:00,False
" Why do Americans have such an obsession with freedom? I have never asked it that outright and I’m interested to hear thoughts. 

I’m Australian and it’s just not like that here.",2021-03-03 17:50:37+00:00,False
 It’s contagious so I’m going to cough it all over my kid,2021-03-02 00:21:17+00:00,False
 I forget about him completely at times and I shudder when I imagine what it would be like if he still had access to twitter.,2021-03-01 04:22:21+00:00,False
 I feel like he watched South Park right before the speech,2021-03-01 04:20:45+00:00,False
 First thing I noticed was the Gabion rock wall I love them. Beautiful natives as well,2021-03-01 03:33:28+00:00,False
 I start work at 4am this is my exact sleep schedule,2021-03-01 03:21:05+00:00,False
 Why’d the dog get fired I missed that one,2021-02-26 20:39:00+00:00,False
 I wonder if they have to fill out jsa’s before they start,2021-02-26 20:14:34+00:00,False
  A safety harness wouldn’t be a bad option either,2021-02-26 20:12:54+00:00,False
 The small supermarket I work for changed from iceberg to cos lettuce in the salads but you still have broken roads and bridges.,2021-02-25 22:43:17+00:00,False
   That man weighs about a kangaroo https://t.co/gwqHJTw1uS,2021-02-25 18:04:44+00:00,False
 I’m am blessed to work with a group of hilarious women that make me laugh repeatedly everyday.,2021-02-25 07:34:20+00:00,False
 *conversion,2021-02-25 06:44:45+00:00,False
 I’m in Australia after the conversation I do about 250usd  per week for 6 people,2021-02-25 06:43:48+00:00,False
 This is pretty amazing optics. A vast difference from two months ago. From the other side of the world this is nice to see,2021-02-24 11:40:09+00:00,False
  Y’all make it sound like he died,2021-02-23 23:20:29+00:00,False
#alwayswasalwayswillbe https://t.co/T4YD3dDZNq,2021-02-23 11:35:44+00:00,False
   As the mother of a Matthew he will never forget this 😂,2021-02-21 04:33:37+00:00,False
      I only got the dual flavour 😉 https://t.co/8QS0hdaPcy,2021-02-20 21:37:16+00:00,False
      Neapolitan,2021-02-20 21:32:26+00:00,False
   Even without the snow the clear side is a terribly maintained road,2021-02-17 23:36:59+00:00,False
    It sounds gross,2021-02-17 23:35:48+00:00,False
"   Told our states to spend up big on infrastructure, It puts people to work and if all goes to shit our foundations are solid.",2021-02-17 18:37:16+00:00,False
"   Snow aside the state of both the roads is terrible. I’m in Australia, last week I dove my kid to University 9 hours drive away. The drive should take 8 but due to constant road maintenance and upgrades I have never done it that fast. Since Covid our federal gov......",2021-02-17 18:33:37+00:00,False
 They need to give out a cup of cement instead of a sticker,2021-02-14 11:25:00+00:00,False
"   You can have mine I don’t like olives in my vaccine  or anywhere, ever.",2021-02-14 11:22:57+00:00,False
" She would be correct. 

-me drinking my morning coffee in Australia watching the impeachment.",2021-02-12 21:59:23+00:00,False
  Georgia is coming for him now,2021-02-10 21:52:35+00:00,False
 She should buy some new concern the one she keeps getting is always mediocre.,2021-02-09 18:48:30+00:00,False
 In my defence it’s 430am in Australia,2021-02-09 18:41:11+00:00,False
 Anyone got a link I missed it by minutes,2021-02-09 18:40:47+00:00,False
 As a manager of a grocery store having control of the music is probably the only real control you have so you abuse it. I’ve played King of wishful thinking 3 times already today and it’s only 10.30 am 😁,2021-02-07 00:20:27+00:00,False
  How long til spring,2021-02-06 09:34:22+00:00,False
  Magic mushroom controlled human spy program has shown positive results as first successful host transfer survives.,2021-02-04 19:40:53+00:00,False
  The Flora have been talking and voted that their time is now. Maple trees have sent first warning to their top military leaders Walking trees and Beans.,2021-02-04 19:36:18+00:00,False
 Yes yes my husband has an interview at 8.30 it’s 8.05 and the fact that he is still here is giving me  stomach somersaults.,2021-02-03 22:06:56+00:00,False
 https://t.co/mHSXsfpnnF,2021-02-03 00:59:59+00:00,False
  😂I laughed way to hard at this,2021-02-03 00:58:54+00:00,False
   People who are part of the problem have trouble understanding even the definition of solution.,2021-02-02 23:26:47+00:00,False
 It made my day 🤣,2021-02-02 22:42:48+00:00,False
 Also Washington the thumbnail looks like a snow penis https://t.co/gxZFOUxrsm,2021-02-02 22:36:22+00:00,False
 I love that you didn’t use his name.,2021-02-02 22:31:37+00:00,False
  This is disgusting.,2021-02-01 23:32:05+00:00,False
  IIIIIICCCCCEEEE CRRREEEEEEEAAAAAMMMMMM,2021-02-01 22:12:03+00:00,False
  🥰 i figured they would be out on a shirt or back pockets. I love them as earrings,2021-02-01 11:26:13+00:00,False
  We don’t have the as many super crazies like you all do. There were anti lockdown protests but only like 100 people showed up and that’s being nice.,2021-02-01 08:14:03+00:00,False
  What will you do with these?,2021-02-01 07:59:58+00:00,False
  I tried to sew beads I just couldn’t get it. I turned to wire weaving them over glass. https://t.co/dQnuN2sM3A,2021-02-01 07:58:28+00:00,False
  Omg is that sandwich “meat”?,2021-01-31 12:07:23+00:00,False
The people of Russia have had enough https://t.co/zpNcWvHmv8,2021-01-31 12:02:31+00:00,False
 How many hours until 4 am Seth time anyone?,2021-01-29 07:20:04+00:00,False
 I see you 😁,2021-01-29 07:13:47+00:00,False
Iwwww no thanks https://t.co/Pl8eXvnpup,2021-01-29 07:13:04+00:00,False
 What when did “actually” die,2021-01-29 07:07:59+00:00,False
  Lol https://t.co/vbKQepQJb3,2021-01-29 05:49:06+00:00,False
 Or the financial world in general,2021-01-29 04:01:27+00:00,False
 Billionaires bitching about GameStop,2021-01-29 04:00:59+00:00,False
 😂🤣 https://t.co/3qTj6VNYKx,2021-01-29 00:53:51+00:00,False
"  In Australia you could go on a website and record yourself cheering and that was what was pumped thought the speakers. We could also pay to do the cardboard cutouts thing. 

I didn’t mind it was different but what wasnt. 

I use past tense because we can fill stadiums again.",2021-01-29 00:32:18+00:00,False
#RaiseTheAge this issue overwhelmingly affects indigenous children. Thrown into the system far to young only to become institutionalised adults. https://t.co/Op9tV6MGoT,2021-01-28 23:07:03+00:00,False
  When was this made? It makes no difference I was just interested as to how long she’s been a disgusting human.,2021-01-28 21:11:34+00:00,False
   It should be “schools must be given the funding to follow safe ventilation protocol”,2021-01-28 21:01:01+00:00,False
"  Split the class to a 5 day fortnight half does 3 days one week , 2 days the next. The other half does the opposite. students on the off days can do prepared home study. 

35 is to many to seat safely in a room without the correct ventilation set up. Stay safe you are essential.",2021-01-28 20:58:44+00:00,False
A strong courageous leader https://t.co/Mbe3vfpgc1,2021-01-26 22:02:58+00:00,False
   It’s like rich people think it means they can’t get better service than poor people if it’s socialised. YOU WILL STILL BE ABLE TO BUY FANCY FUCKING INSURANCE POLICIES.,2021-01-26 11:24:15+00:00,False
   You know what would be really cool is if America just socialised medicine.,2021-01-26 11:22:33+00:00,False
Reading this confirms for  me that the saying “the winner writes history” is 100% accurate. https://t.co/JKOYMZZUgD,2021-01-26 11:17:44+00:00,False
 Maintained,2021-01-26 11:09:21+00:00,False
"   How are you being punished? This is the dumbest response I have heard multiple times today. 

You are not a victim in any way shape or form in this conversation.",2021-01-26 07:33:04+00:00,False
"   I guessing you’re a “not gunna happen” “they can’t take what’s ours” kinda guy. 

Australia Day effects me in part cause so many people lack even the smallest amount of empathy for an entire race of people that had all that they were taken from them by force.",2021-01-26 04:01:42+00:00,False
"   And their culture. And now that that is done they don’t like that we don’t look like them so they start a program to which they attempt to breed the western look out of us. 

Would you want your great grand children celebrating the day it all started let’s call it “new China day”",2021-01-26 03:58:33+00:00,False
"   Let’s do it like this 

If let’s say China decided to take Australia with military force murdering and raping many Australians. They decide that we can’t raise our children the way they deem fit so the take our kids and put them in large group homes to teach us their language....",2021-01-26 03:56:07+00:00,False
  That’s gross,2021-01-25 21:46:49+00:00,False
" Resume: 

I learnt to fix the sink mixer on google then taught my husband.",2021-01-25 20:43:54+00:00,False
  https://t.co/f0ro5nfBG4,2021-01-25 19:54:33+00:00,False
 Wait til the end https://t.co/aLwxFJoH5j,2021-01-24 03:14:01+00:00,False
 https://t.co/S7b9oPIlHt,2021-01-24 03:11:40+00:00,False
 Watching the rain,2021-01-24 02:30:56+00:00,False
    I like the part where he was the one getting “cunty”,2021-01-24 02:21:49+00:00,False
 Yeppoon Australia https://t.co/xuAUPtiyua,2021-01-23 05:32:12+00:00,False
 https://t.co/u9pofaLsvT,2021-01-22 22:29:48+00:00,False
 The world watching America getting its shit together: https://t.co/ZbiH07JXN2,2021-01-22 22:24:32+00:00,False
" Try Australia where we are expected to shut up and celebrate the beginning of genocide that later became 6 generations of stolen children and the admitted attempt to “breed out the black”, with a national holiday.",2021-01-22 22:16:32+00:00,False
 I almost forgot about trump the social media blackout really is bliss,2021-01-22 10:14:45+00:00,False
  Truly hypnotic,2021-01-22 10:11:17+00:00,False
Okay this wins by miles https://t.co/sQMDZwPIIi,2021-01-22 09:25:54+00:00,False
 I cried and cried and cried again all tears of joy and hope and mostly relief ❤️ and thanks from Australia,2021-01-21 03:25:57+00:00,False
  I had never seen parks and recs  until a week ago. Never really heard about it so I binged and then watched the final episodes a few nights ago. I am so glad I met Leslie Knope at this exact moment in time 🥰,2021-01-20 22:15:30+00:00,False
 Give it a month it will probably be a reality show. Anything to stay relevant will be his legacy post presidency.,2021-01-20 21:52:01+00:00,False
"Straight into the business of getting America on the straight and narrow. 

Congratulations America!✊ 
Now that I have watched this inauguration with my own eyes i can take a huge sigh of relief. You made https://t.co/MKk3fo4p0x",2021-01-20 21:03:13+00:00,False
 Oooohhhh  so his plan was to be such a bad president that when he left he would be making America great again.,2021-01-20 20:54:40+00:00,False
"“What date do we wait for now” 
-q believer/cult member 

I hope unity brings a financial package for mental health in America. https://t.co/YstXyR2OIT",2021-01-20 20:52:38+00:00,True
  Yep my 12 yo joins W to next letter also,2021-01-20 20:40:50+00:00,False
I’m crying my eyes out https://t.co/og3V2h8Rze,2021-01-20 20:10:54+00:00,False
#RaiseTheAge https://t.co/tUOjP8HS1w,2021-01-20 11:17:03+00:00,False
 Trumps “accomplishments” be like: https://t.co/Blab2IGYpu,2021-01-20 10:57:43+00:00,False
   https://t.co/Xl2sXRQlrx,2021-01-20 10:54:28+00:00,False
Gtfo 😂 https://t.co/tvSu3dFfan,2021-01-20 09:28:49+00:00,False
" On my lunch break in Australia and came here specifically to find out who got a pardon, I’m guessing I am to early?",2021-01-20 03:39:29+00:00,False
  20 hours,2021-01-19 21:58:01+00:00,False
   Obama showed up to the inauguration of a racist oaf who spent the better part of a decade slandering and questioning his citizenship. Trump is very small.,2021-01-19 00:29:48+00:00,False
Oh what a tangled web he weaved https://t.co/itEr5SH36E,2021-01-19 00:23:33+00:00,False
    I had to check who posted the tweet when I read “and me”.,2021-01-19 00:20:21+00:00,False
 When his great grandchildren get old and start playing with genealogy they are going to be extremely disappointed 😂,2021-01-18 21:07:54+00:00,False
  All a big waste of money cause I can still see him. Isn’t there like an  urban camouflage why do they all choose jungle green.,2021-01-18 19:51:11+00:00,False
😂😂😂 Ive never seen this https://t.co/EwlBQ7EVu0,2021-01-18 10:46:52+00:00,False
  Imagine getting a metal detector for Xmas and trying it out in the backyard. You’d think your rich only to find piles of rusty old razor blades.,2021-01-18 04:29:54+00:00,False
 I love this comment section,2021-01-18 04:26:23+00:00,False
"  If you eat wild berry swirl ice cream your poo will also have a Wild berry  swirl. 

Found this out because my dad thought he had blood in his stool, a colonoscopy,  many blood tests and a second tub of wild berry swirl gave us the answer.",2021-01-18 04:24:59+00:00,False
  Would it be by Andy Griffiths he does excellent bum story work 😁,2021-01-18 04:19:22+00:00,False
"  I’m work in a small grocery store in Australia, I think you call them mom and pop stores. Two days ago I threw out 18 day old sandwiches 9 potato bakes 8 salads and 3 quarter chickens. 

There are so many people / animals I could give it to but we aren’t aloud. Makes me so mad",2021-01-17 23:42:51+00:00,False
 Oh hahaha he was the one with the sooky FB  letter,2021-01-17 23:35:14+00:00,False
 I took my kids to get Ben and Jerry’s tubs before dinner last night because I felt like ice cream. Let no one say I deprive myself.,2021-01-17 23:33:39+00:00,False
  I wondered the same thing it sounds like a recorded message,2021-01-17 02:30:58+00:00,False
    https://t.co/dBbvtxfCJR,2021-01-17 01:26:29+00:00,False
 I was right about this https://t.co/6SJb3zrvp6,2021-01-16 14:53:20+00:00,False
