tweet,timestamp,bp_label
 Bruh! I always wanted to buy coffee from you but i hate it. But Now you have TEA!!! I love tea!!,2021-05-18 23:32:26+00:00,False
 I couldnt agree more.... wow who thought this was a good way to propose...,2021-04-24 18:32:05+00:00,False
" In ohio, you have corn every meal",2021-04-11 23:52:15+00:00,False
 Could definitely use it!,2021-03-30 16:33:43+00:00,False
 Beautiful girl &lt;3 w &lt;3,2021-02-27 20:30:02+00:00,False
" What your writing is your story and its beautiful, some people may not like it but i love the story you’ve made and have inspired some ideas of my own!! I appreciate you and your creative mind and thank you for sharing your creation! &lt;3",2021-02-11 17:16:37+00:00,False
 I love your style sooo much!,2021-01-31 23:48:48+00:00,False
" We love you, take all the time you need! Many condolences",2021-01-27 23:45:43+00:00,False
" Well, im on unpaid quarantine due to exposure from a co- teacher for the next 7 days. Could sure use some of that.",2021-01-14 00:48:24+00:00,False
 So pretty!,2020-12-01 17:12:54+00:00,False
" Omg, seriously so talented",2020-11-26 16:18:07+00:00,False
 Never too early for some feel good spirit,2020-11-24 01:02:03+00:00,False
" Omg, so cute",2020-11-15 23:13:11+00:00,False
 Im from ohio. I live in a corn maze,2020-11-14 14:11:00+00:00,False
You ever just wanna sleep for like.... a full 48hrs? I feel like the older i get the less restful my sleep is. Like i got a weighted blanket. I drink warm tea. I stay away from uv light. I read before bed.  Maybe next step is new bed? xD or maybe this is my life now...,2020-11-11 00:52:21+00:00,False
"Nothing like some hot tea, watching sips play farming sim.",2020-11-09 00:16:47+00:00,False
" Go back to nursery school, you child",2020-11-08 13:17:47+00:00,False
 Bless her! Love yourself queen! Dont ever let anyone make you feel otherwise!,2020-11-06 21:43:50+00:00,False
 Thats so amazing! Girl you keep looking at yourself and know your gorgeous!~ :),2020-11-06 17:14:54+00:00,False
 I like extreme chunky peanutbutter. Its just a can of peanuts. Its radical,2020-11-01 13:24:13+00:00,False
" Dad, let me do it!!!!",2020-11-01 12:12:53+00:00,False
" Dang, and on the carpet too...",2020-10-27 17:51:07+00:00,False
 Your gorgeous love!!,2020-10-24 22:22:26+00:00,False
 Beautiful,2020-10-17 00:42:34+00:00,False
"Struggling to stay positive today... i feel so burnt out, emotionally and i just wanna crawl back in bed. Like why does this always happen when im doing good. Like i was having a decent week... then BOOM life sucks again. Woooooo....",2020-10-15 11:13:27+00:00,False
 Could use it today..,2020-10-14 21:20:32+00:00,False
" Wow, looks just like you",2020-10-11 15:40:30+00:00,False
  Onision needs to NOT Be on a platform like twitch   get your shit together. H,2020-10-10 19:16:13+00:00,False
 Wish i could help with the jingle jam,2020-10-08 22:03:37+00:00,False
" Preach,",2020-10-04 17:09:21+00:00,False
 Alot if people feel this way,2020-10-04 12:51:18+00:00,False
"Just watched #YashahimePrincessHalfDemon  and I could not me more in love! Inuyasha was my first big anime, and i love seeing their babies!~ and if Rin isnt the twins mom i riot!",2020-10-03 15:44:41+00:00,False
"Ready for the weekend, need a bit of relaxation. Though super happy about getting 100% on my QA visit in my classroom!",2020-10-02 00:06:53+00:00,False
" A car is all i need, literally been taking care of my 1997 chevy blazer since i was 16. Still runs but really need a more reliable vehicle. Would love to visit family more..",2020-10-02 00:03:55+00:00,False
 Omg Ada!!! Thats so good!!!,2020-09-26 12:18:27+00:00,False
 Looks great!,2020-09-26 00:48:47+00:00,False
 If i understood how to do stocks then yes! xD lol,2020-09-25 19:32:03+00:00,False
TGIF,2020-09-25 11:11:30+00:00,False
 Literally have been teaching for 3 years and today first time a parent made me cry! :( like 2020 can go away.,2020-09-25 00:29:52+00:00,False
Being a teacher is tough... remind me again why i love those beautiful kids again! lol,2020-09-24 21:30:27+00:00,False
"When you get sent some lovely flowers from your boyfriend because you complain about how shitty life is! No i love them, definitely the best guy! Always makes me smile! https://t.co/IKGQKeBMij",2020-09-21 23:58:34+00:00,False
" is an amazing actress, cant change my mind!",2020-09-20 01:26:35+00:00,False
 Your love is goals!,2020-09-19 23:50:31+00:00,False
 All the love!~ your amazing for what you do!,2020-09-19 23:49:57+00:00,False
"  if Dude Sim : Alaska ever becomes a real thing, I want to totally do some voice acting for it. Also i wanna play test it! Literally a game right up my alley!",2020-09-18 11:20:09+00:00,False
 Yes,2020-09-17 00:06:54+00:00,False
"Stressed out to the max, hate feeling like there isnt enough of myself to spread around. That i can ever do or be ‘ enough ‘ :",2020-09-16 00:39:41+00:00,False
 I couldnt agree more! Minimum wage in my state is less than 10$ an hour. Who can survive off that?,2020-09-16 00:38:02+00:00,False
 What a precious bean!!,2020-09-15 21:13:05+00:00,False
