tweet,timestamp,bp_label
"After a Suicide Attempt, a Stuffed Bear Helped Renew a Sense of Purpose https://t.co/hsDdnaqR2i",2020-11-05 09:30:51+00:00,False
"Recovering, Renewed, Revived: Xuan’s Story https://t.co/GXFy3pGTsu",2020-10-22 10:03:52+00:00,False
"""I found myself contemplating suicide on numerous occasions. I still remember how intense and scary the thoughts were, almost like an irrational command that overwrites every ounce of self-control."" #WorldSuicidePreventionDay #tapestrystory https://t.co/Tf1uwHEsTk",2020-09-03 09:01:40+00:00,False
LGBTQ + Mental Health: Can’t Stop this Feeling https://t.co/KpHPMETX5T,2020-08-27 10:00:30+00:00,True
Beware the myth of the creative ‘mad-genius’: More to art than insanity https://t.co/fwzu6YbOl8,2020-08-21 10:00:25+00:00,False
Dancing to the Beat of Depression and Anxiety: Q. Anuradha’s Story https://t.co/AZpNjoz6bl,2020-08-13 10:03:06+00:00,True
"""For better or worse, COVID-19 has highlighted the need and urgency to foster an environment in which mental health conversations are normalised, be it in our schools, workplaces, or communities."" https://t.co/IUuXBvSMUO",2020-08-06 12:00:22+00:00,True
The Struggle for Self-Compassion: Karen’s Story https://t.co/gkl59nUIVB,2020-07-30 12:01:26+00:00,False
Taxi Conversations: Aznet’s Story https://t.co/YiOt0y7qAt,2020-07-23 10:00:41+00:00,False
"""I knew that I needed help but had resisted the idea of therapy for a long time. The word “therapy,” or worse, “psychotherapy” filled me with fear. Where would I begin? How would I trust a stranger to understand and help me?"" #therapy #grief #TapestryStory https://t.co/VrcxhBIUc2",2020-07-09 10:05:44+00:00,False
Recovery Is Always Worth It: Qin Xu’s Story https://t.co/0vUYJrEKgs,2020-07-02 09:45:32+00:00,False
"""End-of-life care involving the long-stay patients at IMH has taught me that no one, not even those with mental illness, should be left behind when faced with adversity – in this case, death."" #livingwell #notalone #mentalhealth #thetapestryprojectsg https://t.co/hfz4uFBoIw",2020-06-25 09:15:08+00:00,True
"Just a few more days to go before her school is due to open again...And I would have a full eight or nine hours of uninterrupted work. But I know that when that day comes, I would miss her silliness and her near constant presence in the same house."" https://t.co/Qoir4vkvCB",2020-06-18 07:30:41+00:00,False
"""Might we who are down and out about COVID-19 measures see light like Frankl in our difficult situations?""
#CopingCovid19 #TapestryStory https://t.co/H52ZNe0d2l",2020-06-13 04:02:51+00:00,False
"""I was on constant medication and visited the psychiatrist on a very regular basis, about once every 4 weeks. With good family support, I started living my life.""
#TapestryStory #schizophrenia #recovery #thetapestryprojectsg https://t.co/Dj2wUGq7rv",2020-06-11 09:45:27+00:00,False
