tweet,timestamp,bp_label
"Everyone would say “Just breathe” and I’d say “I AM BREATHING” and then they said “Breathe in for 4, and breathe out for 8” and everything changed.",2021-05-30 23:20:45+00:00,False
 Gorgeous girl! Yay! That is definitely something to celebrate. xx,2021-05-28 07:29:19+00:00,False
I’m so happy seeing so many Australian musicians announcing heaps of shows coming up! Yay! ❤️,2021-05-25 06:55:15+00:00,False
 Congratulations! And agree. It’s the best feeling! ❤️,2021-05-21 11:02:42+00:00,False
Night out with the Mums. https://t.co/Zkie70hkmH,2021-05-21 11:02:00+00:00,False
" You are much, much younger than me. 😊",2021-05-17 11:20:33+00:00,False
Adorable! What year was the School Spectacular? Asking for a friend. https://t.co/fuBZDOIhzC,2021-05-17 10:02:26+00:00,False
"I made a playlist for you! 🌷
These are some of the songs I’ve been getting into lately. 
Sally x

 https://t.co/jP4n7zfHBc",2021-05-17 01:32:29+00:00,False
  Can’t wait to hear it!,2021-05-12 07:18:45+00:00,False
"Nothing like the beach on the cusp of night. 🌒 @ Avalon Beach, New South Wales https://t.co/7qx9bVwWKL",2021-05-08 11:03:47+00:00,False
 I love this album!,2021-05-08 06:52:54+00:00,False
"Friday night, and we’re in the middle of a Bond marathon (descending). 
After many mesmerizing Daniel Craig moments, I’m about to be shocked, disappointed, surprised or in love with Pierce Bronson. 
Time will tell. ⏳ https://t.co/cMOMrhjV2V",2021-05-07 09:23:07+00:00,False
"Join me at The Regional Sessions in Dubbo on June 15!
It’s a full day for songwriters who want to dive deeper into their craft,  and make new connections.
I’ll be speaking and leading a songwriting workshop!
Tickets: https://t.co/as5ha8W47p
   https://t.co/r20cT6klTo",2021-05-07 03:38:26+00:00,False
Just posted a photo https://t.co/0POF9HA5xp,2021-05-07 03:29:26+00:00,False
"My fluffy, white dog in the world’s largest muddy puddle = 😬 https://t.co/3QrRrOpNhF",2021-05-06 23:56:25+00:00,False
  Agree! xx,2021-05-04 23:23:44+00:00,False
 This year I’m going Carmen’s.,2021-05-04 23:22:51+00:00,False
Haha! https://t.co/mopJ8nrTds,2021-05-04 10:18:27+00:00,False
"Dressed in a long, Little House on The Prairie number, I begin recording vocals for one of the last songs for my 5th solo album. 
See you on the other side!
❤️🌹 https://t.co/14oG9rQiNC",2021-05-03 00:27:04+00:00,False
Two things I cannot live without. 🟡🔴 https://t.co/mWDE7aveC6,2021-05-01 09:07:52+00:00,False
John. 😥 https://t.co/bm3k68wRJe,2021-04-30 04:17:17+00:00,False
"An important read. 
‘We deserve the dignity of being known’: Teddy Cook’s transgender speech to NSW parliament praised https://t.co/igZXHhVeaw",2021-04-23 21:54:18+00:00,False
"“We want to show that beauty can be found in sad things, not just glitter.”
Viktor Horsting  
🙏",2021-04-22 06:11:11+00:00,False
"I’m recording some drum machine on a song for my new album today! 

So close to finishing this baby! https://t.co/IOVcRfgT2b",2021-04-16 02:57:27+00:00,False
Just posted a photo https://t.co/EPWBYNDppe,2021-04-14 00:47:45+00:00,False
Cannot wait for this Arctic Blast to hit on the weekend. Hello winter wardrobe! 👋🏼,2021-04-08 14:34:55+00:00,False
Amazing producer! I love that  album. https://t.co/ziHWLqoB4w,2021-04-08 08:42:20+00:00,False
 But then there are men like this who set the world on fire! 🔥❤️ https://t.co/gLtWshscmu,2021-04-05 02:26:50+00:00,False
"I really feel for everyone who was involved in working on, and getting ready to play at   Like, really feel for you. Such a blow for the music industry. 😥 xxxxxxx",2021-03-31 08:13:09+00:00,False
"I spent to afternoon writing poetry, and going through my collection. One day I will let you read all of my poems. 📝 https://t.co/GDYO0Z7Zji",2021-03-30 06:30:34+00:00,False
My work today consists of practicing the piano and writing poetry. Life is good. 🙏 And I am grateful. 😌,2021-03-30 03:01:06+00:00,False
"He’s dreaming of pink lollipops and vintage carousels with dancing ladies in pineapple headdress and a washed up sailor reading poems of love and lust.
Just a guess. https://t.co/7unYzNSweP",2021-03-30 00:13:23+00:00,False
"Wow,  ‘s Mum is Minnie Riperton! Can’t believe I never knew this. I love her Minnie’s music, and Maya is hilarious. What a great Mother / Daughter discovery. ☺️ https://t.co/lcfzI3UH13",2021-03-29 10:40:33+00:00,False
Purpose and Passion.,2021-03-27 23:25:31+00:00,False
