tweet,timestamp,bp_label
      Bipolar disorder healing today https://t.co/LpqLaask20,2021-03-27 19:00:06+00:00,True
 Thank you ,2021-03-27 18:58:11+00:00,False
Bipolar heart break #bipolarwarenessmonth 3/31/2021 https://t.co/2Yf8DFfw9F,2021-03-27 18:57:43+00:00,True
Just watched “Kissed by God” and it was phenomenal! It’s about pro surfer Andy Irons who suffered from bipolar and an opioid addiction. It was a moving documentary and helps breakdown the stigma of mental illness and drug addiction. #bipolar #bipolardisorder #Mentalhealth,2020-02-21 15:48:22+00:00,True
"Been watching the impeachment hearings closely until today. I simply can’t stand listening to the ridiculous arguments being made in defense of this lawless, idiotic president. Instead I’m watching “Too Cute” on Animal Planet.",2020-01-28 18:10:05+00:00,False
Leonardo DiCaprio &amp; Quentin Tarantino break down how Leo’s character suffers from undiagnosed #bipolardisorder in Once Upon a Time in Hollywood. Here’s a link to their vanity fair interview https://t.co/Y4W9W4z35a,2020-01-23 16:59:14+00:00,True
 Oh wow. Does that mean you have little to no control over reaction to stimuli? Does it effect your emotional response? Is it part of or separate to your bipolar? I can imagine how frustrating your condition must be.,2020-01-17 18:34:37+00:00,True
 I couldn’t agree more. The brain is beautifully complex and I’m constantly curious as to why bipolar brain works differently from unipolar brains. I get the basics but would love to better undserstand from a neurological perspective versus a behavioral/symptom based perspective.,2020-01-17 18:13:17+00:00,True
" Thx! My antipsychotic antagonizes the D2 receptor from what I’ve read. Curious if the dosage determines how much dopamine is blocked or if it’s determines the length of time the receptors are blocked. Or both? Doctor lowered my dose, wondering how it works, I’m feeling better now",2020-01-17 18:09:06+00:00,False
"Antipsychotics: I know they block uptake receptors from receiving dopamine &amp; serotonin. Question, does the dosage determine how much is blocked or is it a constant interruption and does dosage act more like a timer for blocking? #bipolar #bipolardisorder #Mentalhealth #medication",2020-01-17 17:49:38+00:00,True
" I remember the days I used to be able to sleep, uninterrupted and blissfully. The soft drift into slumber was intoxicating. I miss it so much. Now I take Ambien and I still struggle to fall asleep and to STAY asleep. It makes me bitter.",2020-01-16 19:14:17+00:00,False
"Do you know what it’s like to blissfully climb into bed for a full night of deep, restful sleep then wake up to happy feelings and ready to start a new day? 

Me neither. 

#insomnia #bipolar #bipolardisorder #Mentalhealth https://t.co/KQtn1vakB9",2020-01-16 17:40:13+00:00,True
" Thanks for sharing. Relapse rates are high and they’re common in 2 to 5 year windows, you’re not alone. Sorry to hear you’re still battling a depressive episode, 3 years is awful, hope things turn around for you soon.",2020-01-15 16:16:04+00:00,False
" Sounds like it, yes. I also have season symptoms, each time I’ve been manic happened during spring/summer. Research shows light exposure can aggravate symptoms as it disrupts circadian rhythms. A common trigger for mania.",2020-01-14 16:43:00+00:00,False
" Me too. There seems to be some continuity in how they’re symptoms present as if they became resistant to their medication all of a sudden. Good news, most were able to halt a severe manic episode by changing dosage or meds as soon as they realized symptoms were happening",2020-01-14 16:36:53+00:00,False
" I understand, I initially wasn’t med complaint until a 2nd episode of mania hit hard. Been compliant since (will be a year in May). I also posted this in a Facebook support group, getting tons of interesting replies. Seems most were caught completely unaware when next episode hit",2020-01-14 16:30:36+00:00,False
 Happy to hear ur doing better. I came across 2 research journals that cite a 65%-73% relapse rate every 2-5 years for people w/ type 1 (even higher for those who also experience psychosis). But there are lucky ppl who will go episode free 4 life after finding the right treatment,2020-01-14 16:23:21+00:00,False
People who have type 1 who are properly medicated. After a long period of stability have u experienced a manic relapse? How long did it take before your relapse happened? How long did your manic episode last? How did u recover? Did u have to change your medications? #bipolar,2020-01-14 15:15:19+00:00,True
 Thanks for sharing your story. Our disorder is difficult to manage at times and knowing we may see a shorter life expectancy isn’t comforting.,2020-01-13 19:24:31+00:00,False
" Thx, TD is lessening as my dosage has been lowered with my antipsychotic. Oh no that’s not ok, sorry to hear you’re struggling finding a psychiatrist - it shouldn’t be so damn difficult.",2020-01-13 16:23:29+00:00,False
