tweet,timestamp,bp_label
"Going to start posting on YouTube. Here's my first video!

MW Kill Shots https://t.co/1ZuIdMBp3Z via ",2021-05-27 02:01:18+00:00,False
"[NA-Siren] Day 3 fresh starto! ~ ʕง•̀ᴥ•́ʔง  !discord
 https://t.co/zSzRB9Efqx",2021-05-06 23:37:53+00:00,False
"Same complaints every week for 8 months
None get resolved
4 cooks put in their 2 weeks
Management ""I wonder why everyone is quitting""
Are you fucking serious!?!?!?!",2021-04-11 20:42:09+00:00,False
" that can be many places. Russia has many pretty area. From some of what I hear, South Africa too.  Almost all of Scotland is beautiful as well as Ireland. Italy has amazing country side view with all their vineyards. Greece is great is you like waterfront almost everywhere lol.",2021-03-17 05:47:01+00:00,False
 where you want to move to?,2021-03-13 00:40:08+00:00,False
What Representing Men in Divorce Taught Me About Fatherhood | Marilyn Yo... https://t.co/uqu5emqr03 via ,2021-02-28 04:31:25+00:00,False
"Short stream maybe?? #stardewvalley 1.5 playthrough with 2 mods

--{SC}-- New Player - 1.5 Playthrough - 2 mods 

https://t.co/Y3tAsfWufB",2021-02-18 21:31:06+00:00,False
"  ever seen ""Snowpiercer"" ? They launched some chemical in the upper atmosphere to try and combat global warming and in turn it caused an iceage. Society lives on a train going around the USA to survive. Its a pretty decent show IMO",2021-02-18 04:26:12+00:00,False
 This was fucking awesome! I'm sorry you have to deal with that kind of garbage but that response was fucking amazing!,2021-02-15 15:07:53+00:00,False
 Zek ... hands down. GoD raids where decent too I suppose 🤷‍♂️ it's been a long time since I've done an EQ raid,2021-02-10 23:57:56+00:00,False
 Wow! 🤯🤯🤯,2021-02-08 06:26:44+00:00,False
 You're welcome,2021-02-08 00:25:10+00:00,False
 I highly recommend. Especially for camping,2021-02-08 00:19:43+00:00,False
 on your way back you should stop in the Sedona area. its AMAZING in that area,2021-02-08 00:02:55+00:00,False
 where in AZ? Im in the prescott area,2021-02-08 00:00:34+00:00,False
 Please dont hold your breath. I dont want you to die hun,2021-01-26 17:08:01+00:00,False
 https://t.co/rQk0O3oson,2021-01-26 17:05:28+00:00,False
 🤣🤣🤣🤣🤣🤣,2021-01-26 17:00:11+00:00,False
GABES JOURNEY https://t.co/o15l0k7nxH,2021-01-17 18:38:40+00:00,False
 Down side ... most days I dont get a break so I have to eat when I can in our slow periods. Sucks but the $$$ is worth it imo,2021-01-11 19:40:37+00:00,False
 They asked me to do rolling hours and I told them fuck no. So I'm getting paid appropriately. They where not happy but ohh well lol,2021-01-11 18:07:22+00:00,False
" Been better, been worse. Work is crazy busy right now. I'm working 50 to 60 hours a week now with 1 day off.",2021-01-11 17:48:55+00:00,False
 B3@,2021-01-11 14:17:43+00:00,False
" Speaking of which, how are you doing bro? Have not chatted with ya in a good while",2021-01-10 20:52:35+00:00,False
 Like real kisses or virtual?,2021-01-07 04:03:10+00:00,False
"You know you have a good friend when you tell them you're having a rough day and they send you random ""sexy"" pics of girls that are your type to try and cheer you up. Some of my best friends are female and they really understand me better than most my male friends",2021-01-03 23:40:09+00:00,False
" When the pine starts to fall off and I poke my feet stepping on them 🤦‍♂️
(No fake trees for me)",2021-01-02 20:51:02+00:00,False
Yep yep https://t.co/VpjOBSRc9N,2021-01-01 16:11:36+00:00,False
 ❤❤❤❤,2021-01-01 15:20:10+00:00,False
 100% legit ...,2020-12-31 00:51:17+00:00,False
#FireMitchMcConnell,2020-12-29 21:25:22+00:00,False
" Not pretty absurd, that's outright ridiculous! We have people loosing their homes, families and instead debt but they are going to give other countries 900 million??? Its a slap in the face for the american people.",2020-12-22 15:22:53+00:00,False
 Wtf!,2020-12-22 15:06:57+00:00,False
 Never. Overrated,2020-12-21 03:17:53+00:00,False
 You can take my pizza rolls any day beautiful,2020-12-21 03:13:40+00:00,False
Anyone want some #picodegallo https://t.co/i34PTa3HkR,2020-12-18 18:22:02+00:00,False
 A message that's been needed for quite a long time bow in my opinion.,2020-12-17 16:28:56+00:00,False
" I mean, why not literally if the death sentence should occur ... 🤷‍♂️🤣🤣🤣",2020-12-17 16:24:23+00:00,False
" Hanged literally or figuratively? 🤔🤔🤔🤔
But yes, treason and the penalty of death should occur for the main cooperate and life in prison for anyone else involved",2020-12-17 16:21:31+00:00,False
 Hes not the only one to come to these conclusions. I've seen about 10 articles written that say pretty much the same thing. I'm interested to see where all this goes. I hope some politicians get A LOT of jail time for this,2020-12-17 16:16:51+00:00,False
 Was a very good read.,2020-12-17 16:12:56+00:00,False
