tweet,timestamp,bp_label
 The caption on the photo says Happy Birthday,2020-09-20 20:07:06+00:00,False
  I haven’t seen that one yet.,2020-09-20 19:54:56+00:00,False
 https://t.co/lRMOFY0Dcl,2020-09-20 19:40:12+00:00,False
 https://t.co/M3c6zCt90X,2020-09-20 19:38:45+00:00,False
  I’ve been able to tape quite a few movies from TCM.,2020-09-20 19:33:22+00:00,False
 I would love to find this print to buy and frame.,2020-09-20 19:30:51+00:00,False
 I canceled Netflix because of it.,2020-09-20 19:29:12+00:00,False
 I’m bipolar and have anxiety disorder. I had an MRI done and a cognitive and memory evaluation. I’m losing brain tissue and cognitive decline. I won’t know until Oct 7th what the outcome will be. I’ve never been so paranoid in my life.,2020-09-20 16:26:32+00:00,True
 Done,2020-03-30 23:21:24+00:00,False
" I have a new psychiatrist and he’s really great. Told me I need to 
accept the fact that I am bipolar. I have taken my meds 
Everyday for the last 25 years. How do you accept it?",2020-03-30 23:15:20+00:00,True
 Thank you for helping me out.,2020-03-20 13:13:34+00:00,False
   I already received my notice from Amazon about the shipment status.,2020-03-19 14:34:56+00:00,False
   I already received my notification from Amazon with the shipment details,2020-03-19 14:24:20+00:00,False
I am back on Twitter and still love Maurice Benard. ❤️,2020-03-19 01:58:10+00:00,False
" Hi, my name is Michelle and I live in the US. I was very good friends with your Uncle Ahmed. Would you please wish him a happy birthday on the 26th for me? Thank you.",2020-03-19 01:53:11+00:00,False
 I would like to thank you for talking openly about bipolar disorder. One episode Emily Quatermaine helped Sonny realize he was bipolar. I was diagnosed with bipolar disorder. Those episodes helped me with understanding everything about bp. It helped me so much.,2019-02-19 21:14:58+00:00,True
 You and  are doing an outstanding story about Alzheimer’s disease. It’s being done respectfully and bring awareness to this terrible disease. Two great actors.,2019-01-06 20:07:27+00:00,False
 My dad loved watching the Bruins play. If they were playing the Montreal Canadians. He’d be one of the people yelling at the tv 📺,2019-01-06 19:21:44+00:00,False
"  I know you are not crazy about flying. Do you see yourself coming to the east coast maybe? I love talking with you. You understand bipolar disorder, which I have, but not many people understand.",2019-01-04 23:24:03+00:00,True
  You can play a mobster like no one I know. I love you on GH. I am determined to try and meet you. It’s on my bucket list.,2019-01-04 20:57:44+00:00,False
  I can’t wait 😊,2019-01-04 01:10:57+00:00,False
" Years ago I lived in apartment, however they had bats. Scared the hell out of me. Turns out they were breeding in the third floor’s walls.",2019-01-04 01:09:14+00:00,False
 Beautiful roses. My mom loved roses.,2019-01-04 01:04:30+00:00,False
" love the storyline of Sonny and his dad. It’s being respectful, showing a disease that is horrible. Your dynamic with Max is really something.",2019-01-03 23:06:41+00:00,False
 The guy who ran into Jason at the floating rib.,2019-01-03 19:07:37+00:00,False
 I’m drawing a blank. Who is Hank?,2019-01-03 18:26:58+00:00,False
" I wasn’t sure if we would find out anything about his past.
We shall see.",2019-01-03 18:24:05+00:00,False
  A lot of the following people are fake accounts.,2019-01-03 14:58:17+00:00,False
  That’s amazing. I hope it will. My mom died of breast cancer.,2019-01-02 20:09:22+00:00,False
 What are you doing about the ones that supposedly join in January? Do I give a chance that they are real? I can’t believe how many are out there.,2019-01-02 16:59:39+00:00,False
 I have been going through Trump’s followers and deleting fake accounts. Did you notice a lot of people just signed up this month.,2019-01-02 16:50:26+00:00,False
 Beautiful roses 🌹 My mom loved them. Her garden were full of them.,2019-01-01 23:10:48+00:00,False
 Happy New Year to you and Frank,2019-01-01 23:05:15+00:00,False
 Happy New Year 🎆 loving you on GH,2019-01-01 20:08:09+00:00,False
 Happy New Year 🎊 I’m wondering how you keep it all together? I’m on meds for bipolar disorder but some days it’s not. Especially holidays. I hope to hear from you.,2019-01-01 19:43:07+00:00,True
  Love your photo ❤️,2019-01-01 19:33:42+00:00,False
  Signed up with emails from lifetime tv so I wouldn’t miss it,2019-01-01 19:32:54+00:00,False
 Happy New Year from Boston 🎉,2019-01-01 19:28:45+00:00,False
 Miss seeing you with the Pats,2019-01-01 19:24:29+00:00,False
 happy new year 🎆,2019-01-01 17:31:20+00:00,False
 happy New Year 🎈🎊,2019-01-01 16:44:53+00:00,False
 Happy New Year 🎊,2019-01-01 16:33:48+00:00,False
   They’re a lot of them,2018-12-31 22:16:30+00:00,False
" I never really watched your show, until my mother died. I would watch tv with my dad. He watched your show and got me hooked on it. Love your show.",2018-12-31 19:58:05+00:00,False
 Happy New Year,2018-12-31 19:39:17+00:00,False
 you probably won’t read this but I really liked person of interest. I’m glad I tapped the series.,2018-12-31 19:34:59+00:00,False
I get Cash Back when I shop online - Sign up with Ebates and you can too! https://t.co/S4UX47Fozz,2017-12-27 13:43:52+00:00,False
 Thank you for tweeting me back.,2016-03-06 23:51:18+00:00,False
 Any plans to come to Boston this year?,2016-03-06 19:13:13+00:00,False
 The hospital scenes were phenomenal! I had tears running down my face.,2016-03-05 00:30:59+00:00,False
#getellyonthetelly #GetElleyOnTheTelly #GetElleyOnTheTelly #getellyonthetelly #getellyonthetelly,2015-11-18 21:30:49+00:00,False
#GetElleyOnTheTelly #GetElleyOnTheTelly #GetElleyOnTheTelly #GetElleyOnTheTelly #GetElleyOnTheTelly #GetElleyOnTheTelly,2015-10-20 20:26:58+00:00,False
#GetElleyOnTheTelly #GetElleyOnTheTelly #GetEthnicWithAMB,2015-10-20 20:01:00+00:00,False
" Hey, watching you on NCIS. One of my other favorite shows.",2015-10-03 23:17:42+00:00,False
  I'd be there in a heartbeat!!,2015-09-26 19:25:53+00:00,False
" I have not been this out of control since starting meds. Have to keep it together. If not, just reinforce that I'm a nut case",2015-09-26 19:12:35+00:00,False
" I have. Told me my brother is selfish, as we all know. I didn't write my father's will. Tells everyone I screwed him over.",2015-09-26 19:07:08+00:00,False
" I really don't mean to be selfish, asking you for help.",2015-09-26 19:04:00+00:00,False
" Please help me. On meds, ready to wring greedy bastard. I'm so angry. He has been fighting me 4 year. I'm doing what dad want",2015-09-26 19:02:16+00:00,False
" BP? Have you ever been so mad, u can feel ur self getting out of control? Trying settle farther 'a estate. Brother stress me.",2015-09-26 18:58:35+00:00,False
" Have you had a manic episode, in which u feel your on the edge. I am so angry, hands shaking. Rage. Any help?",2015-09-25 21:53:22+00:00,False
 You are doing a phenomenal job!! You should be proud of yourself. 👍,2015-09-21 18:57:29+00:00,False
 I'm watching it now. How many boxes of tissues will I need?,2015-09-15 20:14:47+00:00,False
 Omg. All of you are so amazing! The scenes are so intense. 😂,2015-09-14 23:53:35+00:00,False
 Everyone is phenomenal job!! So intense! You have me on the edge of my seat and tissues in my hands.,2015-09-11 23:44:16+00:00,False
 Beautiful photo,2015-09-11 23:40:20+00:00,False
 Everyone did a phenomenal job!!! Keep showing Sonny in the hospital is so intense. I have to buy more tissues. 😂,2015-09-11 20:19:38+00:00,False
 Nothing can happen to Sonny. I don't know what I would do. Sonny trying to increase sales of tissues?😢,2015-09-11 18:12:22+00:00,False
 These scenes are so damn good and powerful. I'll have to stock up on tissues. Everyone is phenomenal.😂,2015-09-10 18:42:43+00:00,False
 Sonny's got me crying all over again. He can't be paralyzed. That's not an option. #GH,2015-09-10 18:19:39+00:00,False
" I was on the edge of my seat, and crying. You are so amazing good!!!",2015-09-09 19:35:41+00:00,False
 You were amazing today! You nailed it!',2015-09-03 00:53:49+00:00,False
 Do you have someone in your family that is bipolar? I'm the only one in my family. Why me? I don't know. Need to be strong,2015-09-03 00:44:48+00:00,True
 This must be so hard for you. The intensity is beyond words.,2015-09-03 00:10:55+00:00,False
"  Hopefully more people will understand what being bipolar is about. My mom understood, but now is no longer here",2015-09-03 00:09:39+00:00,True
  Both of you are doing such unbelievable job with the bipolar issue. I cry every time you 2 do a scene together.,2015-09-03 00:04:57+00:00,True
  Wishing you love💜 #PCMMajors16,2015-09-02 23:54:29+00:00,False
  The intensity you bring to the bipolar scenes are phenomenal. I cry every time I watch them.,2015-09-02 21:14:55+00:00,True
"   I can't believe these comments. If Morgan is bipolar, then he needs meds. Amazing job https://t.co/fBeoDkfAY1",2015-09-01 20:44:26+00:00,True
 You should be proud of yourself. You are doing an amazing job. It can't be easy.,2015-09-01 20:27:17+00:00,False
 I look forward to see more scenes like today. The 3 of you were amazing.,2015-08-30 01:56:38+00:00,False
   The three of you were unbelievable. That had to be tough. Amazing!!!,2015-08-28 19:58:12+00:00,False
" This is hard watching Sonny, Carly &amp; Morgan. thought nothing was wrong. Saw psych dr. Out of nowhere, your bipolar and meds 😂",2015-08-28 18:50:13+00:00,True
" I have tears in my eyes watching Sonny and Morgan. I remember having that said to me. I got, Michelle, think you need meds.",2015-08-28 18:40:59+00:00,False
" You're just an incubator. What goes around, comes around.😊",2015-08-27 00:37:13+00:00,False
 Stunning photo. Where was it taken?,2015-08-26 22:13:12+00:00,False
 Love seeing Sonny almost everyday. ❤️,2015-08-26 00:48:22+00:00,False
"   Great show. The last scene, I had tears in my eyes. I feel so bad for Morgan. #GH",2015-08-25 19:02:54+00:00,False
"  just watching my DVR of today's episode. ""Kiss the ring"" love it! You guys are great!",2015-08-25 00:27:38+00:00,False
" Did someone ever make the ""Corinthos Coffee"" T- shirts? I would love one.",2015-08-23 19:20:38+00:00,False
 Having trouble with ex-husband. Do you think Sonny could take care of that problem for me?😡🔫,2015-08-22 20:55:52+00:00,False
 She is the cutest baby. It's nice to see that side of Sonny. I do love his mobster side also.,2015-08-22 20:46:37+00:00,False
 The scenes with Sonny and Avery are so lovely and adorable. You are a natural. Makes me smile.,2015-08-22 20:43:23+00:00,False
 How are you? I haven't seen today's #GH. Looking forward to it. Other people's lies are falling apart.,2015-08-22 00:23:29+00:00,False
 If it turns out that Morgan is bipolar. Could that be a trigger for Sonny? 💊😟,2015-08-21 01:12:42+00:00,True
