tweet,timestamp,bp_label
literally everything is made up,2021-05-30 20:50:44+00:00,False
 proud,2021-05-30 20:15:27+00:00,False
i love ryan keith!!!,2021-05-30 20:08:48+00:00,False
 it’s all i can think about it,2021-05-30 19:10:32+00:00,False
"if i had to take lauren or a linebacker to a fight, i’d take lauren.",2021-05-30 18:14:21+00:00,False
there is an electric fence at the place i’m at and i have no self control pls send prayers,2021-05-30 17:43:05+00:00,False
i love him https://t.co/vqxAl57waQ,2021-05-30 16:48:58+00:00,False
being annoying is only ok when i do it,2021-05-30 14:27:22+00:00,False
 bro you have two,2021-05-30 01:25:06+00:00,False
 u ok?,2021-05-30 01:18:49+00:00,False
so true bestie https://t.co/C2Sa1KyT5U,2021-05-29 02:38:01+00:00,False
hope sara kisses me this weekend &lt;3,2021-05-29 02:07:14+00:00,False
should i get a lip tattoo,2021-05-29 02:00:57+00:00,False
one tall boy twisted tea down...time to reply to everyone’s snap stories!!,2021-05-29 01:22:39+00:00,False
why https://t.co/82xe0rBOhN,2021-05-29 01:08:01+00:00,False
am i just supposed to get like 20+ emails a day 5 days a week for the next 27 years or what,2021-05-28 19:06:41+00:00,False
it’s ok to messy if ur attractive,2021-05-28 15:49:22+00:00,False
same energy https://t.co/hByNMraMQM,2021-05-28 03:10:49+00:00,False
 you said you don’t have to work tomorrow idk ur agenda l!!! sry i don’t partake in the devil’s juice anymore,2021-05-28 03:04:23+00:00,False
 are you drunk drunk or just drunk in love rn i rly can’t tell,2021-05-28 03:03:12+00:00,False
  i’m a family friend,2021-05-28 02:59:33+00:00,False
  he’s right,2021-05-28 02:58:26+00:00,False
 so collab pls,2021-05-28 01:28:14+00:00,False
not sure why my friends don’t think i’m funny but ok https://t.co/wJILVK6qDF,2021-05-28 01:09:47+00:00,False
 a different girl now but there’s nothing new,2021-05-28 00:36:34+00:00,False
 omg you’re so stupid,2021-05-28 00:11:07+00:00,False
 a man only needs bacon to take care of everything,2021-05-27 23:54:29+00:00,False
 ok LOGAN,2021-05-27 23:22:08+00:00,False
"can dudes named kyle, chad, and brad hmu pls it’s for science",2021-05-27 21:44:53+00:00,False
  you energy,2021-05-27 18:53:56+00:00,False
 very acceptable,2021-05-27 16:46:35+00:00,False
 amazing how absolutely nothing has changed,2021-05-27 11:23:33+00:00,False
 mo had paramount plus. i watched it last weekend for 2 mins,2021-05-27 11:05:03+00:00,False
 i’ll make you a powerpoint,2021-05-27 11:03:43+00:00,False
being 5’11 is so embarrassing like u were almost there buddy,2021-05-26 23:05:59+00:00,False
 no ones allowed to take their meds that day,2021-05-26 16:00:18+00:00,False
my mom should’ve monitored what i listened to better when i was 11 this is so inappropriate for a child,2021-05-26 15:35:30+00:00,False
not sure why spotify had to play framing hanley’s cover of lollipop but now i’m missing 2007’s pop punk scene and wearing heavy eyeliner,2021-05-26 15:33:54+00:00,False
happy anniversary ,2021-05-26 14:12:10+00:00,False
sum 41 did not have to go that hard on fat lip but they did and for that i’m grateful,2021-05-26 13:14:55+00:00,False
 dude probably had a body in the back of his car,2021-05-25 18:04:31+00:00,False
 still not doing well,2021-05-25 11:34:08+00:00,False
people who workout in jeans rly  scare me,2021-05-25 09:42:51+00:00,False
 the flavor of filth? interesting,2021-05-25 02:41:45+00:00,False
those lil speed limit signs flash at me as if i don’t know i’m going 25 mph over,2021-05-25 00:23:58+00:00,False
i did not drink water or go to bed until 4 am https://t.co/mGt5VCJuwm,2021-05-23 02:20:01+00:00,False
going to start taking a shot every time the citizen app tells me there was a shooting within 1.5 miles of my house,2021-05-22 21:19:59+00:00,False
this is an unnecessary amount of letters https://t.co/EbOWBUPXlt,2021-05-22 19:57:23+00:00,False
  added to the list,2021-05-22 18:09:47+00:00,False
 god yes please,2021-05-22 18:08:30+00:00,False
 okay sister you’re asking a lot for having poor friends,2021-05-22 17:36:51+00:00,False
who wants to give me some hot beef injection https://t.co/5KZ24Nya4l,2021-05-22 15:02:34+00:00,False
 the little key clicker just doesn’t go far enough these days,2021-05-22 06:08:44+00:00,False
once i called my friend crying bc i thought someone stole my car i had been walking around the wrong floor for so long https://t.co/YrF76VzVRa,2021-05-22 03:04:24+00:00,False
 i’ll subscribe 😈💯,2021-05-21 16:50:35+00:00,False
 mask that says “i have a nose ring AND i’m vaccinated”,2021-05-21 15:26:03+00:00,False
every crime show has an episode with a head in a time capsule,2021-05-21 13:30:39+00:00,False
 “we can take breaks” is my fav here,2021-05-21 12:16:36+00:00,False
 i don’t do this but i know several ppl who do!!,2021-05-21 10:35:21+00:00,False
 stoppppp i sent an email just like this to my manager today lol,2021-05-20 19:22:42+00:00,False
 the face of a girl who just dropped her margarita out of a window,2021-05-19 11:33:25+00:00,False
 the best form of making sure no demons enter my hot box is refraining from sin,2021-05-19 03:03:26+00:00,False
i’ve been wanting to change my birth control and think i finally found the ✨perfect✨ one https://t.co/qKX0q9PkrA,2021-05-19 02:29:42+00:00,False
 you are SO LAME OMG,2021-05-18 12:03:14+00:00,False
 smh thought i had my movie picked out for the night 🥺,2021-05-18 00:53:29+00:00,False
 drop the link,2021-05-18 00:52:15+00:00,False
