tweet,timestamp,bp_label
not me getting a face tattoo,2021-05-30 21:32:19+00:00,False
I gotta stop tweeting when I’m drunk 🤣,2021-05-30 17:11:54+00:00,False
I need a hug asap,2021-05-30 04:20:57+00:00,False
No sense in wasting your precious time,2021-05-30 04:15:04+00:00,False
I’ve waited here awhile now,2021-05-30 04:14:40+00:00,False
“I DESERVE BETTER THAN U WERIDO”,2021-05-30 03:53:22+00:00,False
poppin’  shit but only ‘cause you know your poppin’ 🗣,2021-05-30 03:48:52+00:00,False
My biggest pet peeve with other people driving me is: yall see people in front of you breaking and YOURE STILL ACCELERATING... WHY,2021-05-29 23:12:12+00:00,False
I do this often fuk u mean https://t.co/BEEfANvufP,2021-05-29 20:00:42+00:00,False
"My baby jimmy, what happened 🥺 
Only complaint I have is he lacks mamba mentality. he needs to learn to take over when needed https://t.co/jaz9p0xbK4",2021-05-29 19:57:14+00:00,False
 I hate to see it,2021-05-29 19:53:16+00:00,False
happy to be me,2021-05-29 19:53:06+00:00,False
 I make mfs schedule an appointment,2021-05-29 02:06:25+00:00,False
these women at my job still aren’t washing their hands after they leave the bathroom I’m about to call their dirty asses out,2021-05-28 23:48:14+00:00,False
me every time I try to hang out with a bunch of girls https://t.co/TxUNhDFheC,2021-05-28 23:45:24+00:00,False
why is it every dude calls me a lesbian just bc I don’t like them 🤣🤣,2021-05-28 19:00:05+00:00,False
 man is a doggggg you just don’t like em bc he went to OU!! Get with the program pops!,2021-05-28 02:44:22+00:00,False
“I’m just having fun with it” https://t.co/JpARWh1dbp,2021-05-27 23:55:53+00:00,False
YES! Bc if you say you can do it and they turn out bad I will deadass make you redo them https://t.co/1jnndq1FVt,2021-05-27 23:04:36+00:00,False
Okay maybe there are some decent men left on this planet Idk tho stay tuned 🤣,2021-05-27 21:15:30+00:00,False
If you’re not doing anything pls go outside and look at the moon rn,2021-05-27 02:31:13+00:00,False
 I didn’t know anything about life until I transferred school I swear to god. I saw normal kids not wearing miss me jeans and sperry’s everyday I was truly in a culture shock 🤣💀,2021-05-26 23:46:26+00:00,False
omfg https://t.co/HATV2DSAw5,2021-05-26 03:48:40+00:00,False
I’m fr thinking about planning a solo vacation 🤣 I want to go to the beach,2021-05-26 01:03:31+00:00,False
🤣🤣 https://t.co/LHtUdTgDgF,2021-05-25 21:01:12+00:00,False
tired of one sided friendships man,2021-05-25 19:05:39+00:00,False
asked for consent. What a king https://t.co/rQo00DAc7f,2021-05-25 17:28:19+00:00,False
talk to me nice or don’t talk to me twice 🗣,2021-05-25 16:37:02+00:00,False
“Mfs really out here doing you wrong” BRO. I fucking KNOW,2021-05-25 07:03:40+00:00,False
drinking water is cute and all but having to pee 100000 times a day isn’t it,2021-05-25 00:54:38+00:00,False
good luck finding that,2021-05-24 05:07:11+00:00,False
I love going out and getting my tattoos complimented like thank you honeyyyy,2021-05-24 04:03:40+00:00,False
I hate to see her gone but I love to watch her leave 🥵,2021-05-24 03:46:11+00:00,False
 I needed context my ass was hurt for no reason 🤣,2021-05-24 03:31:21+00:00,False
 see with more context I now understand,2021-05-23 22:47:25+00:00,False
 Another valid point!! I feel like they were trying to play at the bucks pace. It rly looked like high school basketball half the time with all the turnovers,2021-05-22 23:52:56+00:00,False
 This fair BUT he did have good defense &amp; sent the game to OT. He’ll bounce back next game,2021-05-22 23:48:41+00:00,False
 cheeeelllll my guy 🤣,2021-05-22 23:47:36+00:00,False
Jimmy mf Buckets,2021-05-22 20:43:03+00:00,False
 Dolly Parton has to be your relative or SOMETHING https://t.co/ncqjZfUHmj,2021-05-22 19:34:55+00:00,False
nba playoffs all day I’m not leaving my bed,2021-05-22 19:26:00+00:00,False
 I’ll get right on that 😤,2021-05-22 19:23:41+00:00,False
" 👀 I feel like I don’t struggle with those often, but when I do... I DO 💀🤣",2021-05-22 19:19:28+00:00,False
“loose” and “lose” is still kicking some of yalls ass,2021-05-22 19:11:56+00:00,False
taking Miami just bc I’m in love with jimmy butler,2021-05-22 18:15:26+00:00,False
run up a check,2021-05-22 15:14:20+00:00,False
"One of my coworkers just confessed his “love” for me... WELP, time to find a new job*** 🤣",2021-05-22 15:08:27+00:00,False
😳😳😳 I switch lanes every time I swear to moses https://t.co/LSFAiJO53I,2021-05-22 15:03:36+00:00,False
let’s get this bag...I guess,2021-05-22 10:36:54+00:00,False
Ja a baddddd mannnn,2021-05-22 03:52:43+00:00,False
it’s a 3 pt contest rn 🤣,2021-05-22 03:50:23+00:00,False
💀💀🤣💀 https://t.co/br0uz39sAF,2021-05-21 22:58:36+00:00,False
I’d call her daddy respectfully https://t.co/lmX63wdZXO,2021-05-21 05:34:05+00:00,False
still a bop - I’m also getting old as fuk https://t.co/9bxjEztpx8,2021-05-20 21:41:18+00:00,False
 he’ll be straight. He’s a spot shooter half the time anyway. Just needs a good screen,2021-05-20 03:41:47+00:00,False
you bitches are weird,2021-05-20 02:20:13+00:00,False
 the cool auntie 🌹,2021-05-19 21:39:43+00:00,False
I’m tired boss,2021-05-19 19:01:04+00:00,False
🤣 this funny af https://t.co/uEqVMU490u,2021-05-19 17:50:38+00:00,False
love is me ordering a large fry just bc I end up giving faith half of my fries 🤣 she’s spoiled rotten 🤣,2021-05-19 02:41:06+00:00,False
one day 💀 https://t.co/9GchEMV9dM,2021-05-18 04:05:49+00:00,False
cooked for an army accidentally sheesh,2021-05-17 03:46:49+00:00,False
I stay walking in circles,2021-05-16 21:42:06+00:00,False
grocery shopping inside Kroger’s gives me so much anxiety bc their isles rly don’t make sense 🤣,2021-05-16 21:41:54+00:00,True
I’m worried about me and my cheddar!!,2021-05-15 04:50:05+00:00,False
I’m actually okay with this I know you’re a great dog mom 🌹 https://t.co/iSaJSsx14h,2021-05-14 23:06:44+00:00,False
unsaved numbers rly wild out the most I h8 y’all,2021-05-14 18:46:14+00:00,False
